puzzle_id,num_words,connection_type,connection_complexity,word_rarity,word_rarity_value,semantic_distance,word_list,timestamp,time_of_day,hints_used,num_players,completions,completion_rate,avg_solve_time,min_solve_time,max_solve_time,median_solve_time,std_solve_time,q1_solve_time,q3_solve_time,difficulty,attempt_count,time_before_first_attempt,hover_count,abandonment_rate,competitiveness_score,frustration_score,satisfaction_score,learning_value,engagement_score,replayability_score,avg_attempts_before_success
P0491,8,antonym_groups,6,uncommon,6,5.21,"vehicles, weather, colors",2025-04-08 11:31:38.285050,11,0,28,19,70.0,123.81,62.87,164.26,126.78,21.83,111.98,132.71,hard,3,7.65,24,0.0,6.78,6.46,4.7,5.43,5.93,7.41,2.33
P0492,10,compound_words,7,very_rare,10,9.36,"furniture, instruments, elements",2025-03-18 04:25:38.285679,4,0,22,12,57.5,179.74,86.51,263.3,176.57,45.38,146.32,216.47,hard,2,16.4,27,0.0,4.27,2.72,8.43,10.77,7.12,6.77,1.36
P0493,4,homophones,6,very_common,1,3.39,"vehicles, clothing, weather",2025-03-11 09:26:38.286316,9,1,32,26,82.5,74.04,37.24,120.79,75.14,16.87,60.71,86.12,medium,3,19.9,6,0.0,8.29,8.13,2.97,1.05,5.24,9.65,2.29
P0494,10,contains_substring,4,uncommon,6,5.18,"weather, body_parts, emotions",2025-03-14 11:43:38.286990,11,3,70,52,75.0,93.2,44.37,146.18,88.99,23.27,78.17,107.16,hard,2,5.9,17,0.0,8.03,7.35,4.44,6.55,6.55,4.49,1.63
P0495,10,syllable_count,4,very_rare,10,6.11,"elements, furniture, vehicles",2025-04-09 00:45:38.288089,0,1,68,44,65.0,125.74,40.6,173.38,128.74,25.62,108.65,143.6,hard,3,15.05,27,0.0,5.97,1.47,9.79,9.21,7.87,3.76,1.81
P0496,5,same_category,1,common,2,7.08,"instruments, body_parts, sports",2025-03-11 20:23:38.289086,20,1,22,20,92.5,78.64,43.31,109.76,81.03,16.71,72.46,89.97,medium,1,13.04,10,0.0,8.15,6.74,4.48,9.21,7.48,8.62,1.0
P0497,3,rhyming_words,7,very_common,1,4.65,"vehicles, furniture, colors",2025-04-06 15:58:38.289670,15,1,96,76,80.0,74.07,35.42,112.78,74.19,13.93,63.6,83.56,medium,2,13.08,5,0.0,10.42,7.02,3.14,3.61,6.39,1.78,1.66
P0498,6,anagrams,9,common,2,6.9,"body_parts, professions, elements",2025-04-06 03:09:38.290884,3,0,60,43,72.5,137.53,80.78,209.17,134.67,29.89,115.59,157.26,hard,2,17.97,9,0.0,7.35,2.75,8.94,9.14,8.17,7.18,1.26
P0499,9,same_category,1,very_common,1,3.86,"countries, clothing, animals",2025-04-03 11:20:38.291911,11,2,92,87,95.0,67.1,32.89,106.48,66.01,15.56,55.99,77.79,medium,2,12.05,26,0.0,5.6,7.98,3.42,2.72,5.15,4.86,1.59
P0500,3,begins_with,2,somewhat_common,4,9.06,"furniture, animals, instruments",2025-03-19 19:03:38.293264,19,0,91,77,85.0,101.23,51.12,152.87,102.18,21.87,83.87,114.89,hard,2,6.75,8,0.0,4.09,3.6,8.03,7.48,6.83,3.94,1.87
P0501,3,homophones,6,uncommon,6,8.88,"elements, countries, emotions",2025-04-10 05:16:38.294552,5,1,78,54,70.0,126.61,69.44,170.11,130.22,24.79,107.32,143.92,hard,3,7.85,5,0.0,5.51,4.65,5.78,8.08,6.4,6.16,1.37
P0502,3,synonym_groups,5,somewhat_common,4,8.43,"vehicles, instruments, weather",2025-03-18 20:51:38.295721,20,1,56,43,77.5,96.08,57.4,148.97,96.64,21.66,78.35,109.97,hard,1,6.28,6,0.0,7.6,3.22,8.31,1.5,6.62,4.34,1.0
P0503,9,antonym_groups,6,uncommon,6,7.63,"clothing, instruments, furniture",2025-04-04 06:15:38.296647,6,3,66,46,70.0,117.7,41.81,152.59,118.59,20.63,106.04,132.39,hard,1,11.43,11,0.0,11.05,1.99,9.18,6.87,8.84,7.73,1.0
P0504,3,synonym_groups,5,extremely_rare,12,6.16,"body_parts, animals, clothing",2025-03-22 11:44:38.297654,11,1,72,41,57.5,103.19,58.86,161.61,102.41,22.05,88.93,118.28,hard,4,6.68,8,0.0,4.26,9.21,1.22,2.82,3.36,7.47,3.74
P0505,3,ends_with,3,somewhat_common,4,8.48,"sports, colors, clothing",2025-03-18 20:40:38.298696,20,2,100,82,82.5,83.69,46.19,129.63,81.18,16.34,72.01,94.98,hard,1,8.16,8,0.0,5.58,8.26,1.9,7.36,5.36,6.32,1.0
P0506,7,begins_with,2,rare,8,2.33,"colors, weather, clothing",2025-03-29 18:54:38.300061,18,3,38,28,75.0,63.53,32.93,99.54,62.6,13.62,56.13,72.63,medium,1,14.52,20,0.0,4.63,6.68,4.38,3.73,4.95,5.7,1.0
P0507,7,synonym_groups,5,somewhat_common,4,3.58,"clothing, body_parts, foods",2025-04-05 00:14:38.300843,0,0,92,71,77.5,99.54,47.34,152.87,100.63,20.84,86.05,113.1,hard,1,14.59,15,0.0,9.21,2.35,8.17,3.18,7.4,6.54,1.0
P0508,3,synonym_groups,5,uncommon,6,6.02,"countries, emotions, sports",2025-03-17 01:56:38.302023,1,1,83,60,72.5,102.83,60.17,149.12,102.71,18.18,94.82,114.9,hard,4,19.71,5,0.0,7.46,9.32,1.13,1.02,4.23,9.29,2.19
P0509,6,antonym_groups,6,rare,8,3.85,"emotions, instruments, foods",2025-04-07 05:44:38.303212,5,2,54,35,65.0,104.74,60.75,152.7,107.67,19.01,91.03,117.97,hard,4,9.12,9,0.0,3.96,5.55,6.09,5.3,5.37,8.88,2.49
P0510,6,anagrams,9,uncommon,6,8.13,"furniture, professions, clothing",2025-04-10 21:47:38.304100,21,1,100,62,62.5,129.92,49.7,213.21,128.61,30.69,109.92,148.78,hard,4,15.57,8,0.0,5.94,7.64,4.24,8.47,6.0,8.27,3.27
P0511,4,homophones,6,uncommon,6,3.11,"emotions, colors, body_parts",2025-03-23 08:41:38.305388,8,0,25,17,70.0,94.2,51.24,127.41,96.44,18.75,83.02,108.69,hard,3,9.43,11,0.0,7.31,5.05,5.79,7.8,6.89,8.1,1.69
P0512,10,antonym_groups,6,rare,8,5.57,"sports, instruments, professions",2025-04-08 21:10:38.306053,21,0,51,33,65.0,137.51,82.11,231.11,137.79,30.27,118.9,156.35,hard,4,17.04,26,0.0,10.47,11.31,1.0,1.61,5.06,8.3,3.53
P0513,5,compound_words,7,rare,8,6.76,"instruments, colors, sports",2025-03-29 07:31:38.306968,7,2,37,23,62.5,100.93,50.14,167.62,98.58,26.22,78.52,112.59,hard,2,12.63,13,0.0,11.26,1.74,9.45,6.81,8.83,5.25,1.79
P0514,10,begins_with,2,rare,8,5.22,"clothing, animals, vehicles",2025-03-20 12:17:38.307771,12,1,98,73,75.0,103.35,54.19,158.96,100.97,23.1,88.29,118.06,hard,1,13.9,14,0.0,7.93,4.66,6.74,3.25,6.55,3.44,1.0
P0515,3,conceptual_relation,8,uncommon,6,7.29,"countries, clothing, animals",2025-03-11 22:25:38.309050,22,1,77,50,65.0,102.05,43.55,159.94,100.87,23.39,84.43,115.83,hard,5,18.18,9,0.0,8.36,1.72,9.38,6.78,7.98,10.15,1.82
P0516,5,synonym_groups,5,common,2,6.26,"furniture, animals, body_parts",2025-04-03 16:31:38.310132,16,2,66,54,82.5,80.51,39.41,112.65,78.71,16.47,70.22,95.2,hard,1,6.52,11,0.0,8.68,1.5,9.31,8.69,8.78,6.14,1.0
P0517,8,contains_substring,4,very_rare,10,4.11,"vehicles, emotions, colors",2025-03-12 13:46:38.311121,13,2,74,48,65.0,95.27,46.3,139.21,93.93,20.11,80.64,107.95,hard,3,6.17,21,0.0,3.71,11.02,1.0,5.12,3.74,1.69,2.57
P0518,8,begins_with,2,very_rare,10,6.94,"fruits, emotions, sports",2025-03-20 19:50:38.312159,19,3,87,60,70.0,95.47,38.91,169.01,95.81,22.52,82.32,108.41,hard,1,6.31,23,0.0,4.58,3.83,6.71,1.19,5.02,5.54,1.0
P0519,3,synonym_groups,5,very_common,1,5.19,"countries, weather, instruments",2025-03-28 23:17:38.313313,23,1,37,31,85.0,90.33,50.91,129.45,87.83,16.04,79.92,99.28,hard,3,15.53,5,0.0,7.29,5.73,6.03,9.71,7.64,2.39,2.92
P0520,5,antonym_groups,6,common,2,1.03,"colors, body_parts, foods",2025-03-22 03:51:38.314055,3,0,47,37,80.0,90.01,50.57,131.6,88.07,18.48,77.8,101.07,hard,3,10.31,9,0.0,10.1,7.22,3.21,5.08,6.61,1.01,1.57
P0521,6,metaphorical_relation,9,extremely_rare,12,9.98,"clothing, fruits, furniture",2025-03-15 05:47:38.314868,5,3,45,22,50.0,141.03,57.76,197.18,147.36,29.23,125.87,160.34,hard,3,10.57,13,0.0,3.65,1.42,9.49,11.19,7.18,7.39,1.39
P0522,6,compound_words,7,extremely_rare,12,8.57,"body_parts, emotions, vehicles",2025-03-19 00:36:38.315695,0,1,29,15,52.5,142.26,14.9,207.38,145.22,36.21,125.58,163.12,hard,5,9.53,16,0.0,6.26,7.83,3.77,9.19,5.9,5.22,3.97
P0523,6,syllable_count,4,very_rare,10,3.58,"clothing, fruits, colors",2025-03-14 13:01:38.316376,13,0,23,14,65.0,93.07,62.41,143.37,87.74,19.81,79.07,106.32,hard,1,18.17,15,0.0,6.7,8.89,2.89,5.71,5.32,1.91,1.0
P0524,6,anagrams,9,very_common,1,1.14,"vehicles, instruments, professions",2025-03-22 04:50:38.316965,4,2,66,49,75.0,85.09,49.54,139.98,84.02,18.2,72.33,94.69,hard,6,16.32,15,0.0,9.4,4.14,7.53,7.28,8.03,10.3,3.25
P0525,8,antonym_groups,6,somewhat_common,4,5.91,"foods, countries, colors",2025-03-28 11:55:38.317951,11,0,73,54,75.0,119.09,47.31,197.72,120.71,24.36,103.06,133.54,hard,1,6.69,14,0.0,7.24,4.72,5.8,1.0,5.61,6.74,1.0
P0526,7,ends_with,3,somewhat_common,4,6.51,"emotions, elements, countries",2025-04-06 01:02:38.319038,1,1,85,70,82.5,111.63,60.53,158.83,108.63,24.15,96.01,130.22,hard,1,12.23,20,0.0,5.13,9.01,2.12,3.54,4.53,7.1,1.0
P0527,4,letter_pattern,5,rare,8,9.0,"sports, clothing, emotions",2025-03-16 03:26:38.320218,3,3,51,34,67.5,104.74,68.1,186.68,102.52,22.17,91.16,115.54,hard,1,10.23,12,0.0,6.87,3.8,6.51,7.44,6.85,5.05,1.0
P0528,9,syllable_count,4,extremely_rare,12,4.63,"colors, instruments, animals",2025-03-16 07:29:38.321106,7,1,46,27,60.0,120.14,64.25,206.26,116.09,27.0,103.63,135.63,hard,1,17.18,9,0.0,5.96,8.43,3.31,5.9,5.16,1.55,1.0
P0529,5,ends_with,3,extremely_rare,12,1.89,"animals, vehicles, clothing",2025-03-17 05:35:38.321908,5,2,45,28,62.5,92.79,24.55,136.38,93.32,21.37,83.15,106.93,hard,1,9.33,9,0.0,4.04,7.1,4.89,5.49,5.03,8.41,1.0
P0530,10,contains_substring,4,somewhat_common,4,2.11,"clothing, emotions, professions",2025-04-01 07:38:38.322740,7,3,24,19,80.0,78.52,39.51,120.54,78.24,17.2,70.6,86.16,medium,2,6.5,10,0.0,9.85,4.61,5.4,4.55,7.08,1.98,1.53
P0531,6,anagrams,9,very_rare,10,8.47,"furniture, countries, fruits",2025-03-22 09:02:38.323468,9,2,79,41,52.5,123.58,49.31,170.17,126.02,27.11,108.36,144.46,hard,3,9.05,16,0.0,8.09,5.4,4.82,9.34,6.79,10.12,1.71
P0532,3,syllable_count,4,very_common,1,2.84,"elements, professions, furniture",2025-03-16 03:19:38.324715,3,1,37,32,87.5,73.94,49.5,119.68,74.62,16.7,60.32,82.41,medium,3,7.44,7,0.0,4.06,8.25,2.65,6.99,5.16,2.69,1.7
P0533,7,compound_words,7,uncommon,6,6.09,"animals, vehicles, countries",2025-03-11 11:01:38.325469,11,3,48,32,67.5,95.61,48.3,128.24,93.85,17.8,83.41,111.3,hard,5,12.38,8,0.0,7.01,7.86,3.96,3.19,5.28,5.62,4.19
P0534,10,metaphorical_relation,9,common,2,1.34,"weather, colors, emotions",2025-03-14 09:51:38.326327,9,0,51,36,72.5,105.94,58.05,159.47,105.31,22.34,89.57,120.48,hard,2,5.65,30,0.0,6.64,7.0,4.94,6.0,6.13,1.78,1.8
P0535,3,begins_with,2,rare,8,6.31,"foods, instruments, vehicles",2025-03-18 21:42:38.327262,21,0,98,73,75.0,102.01,62.8,161.55,104.93,19.33,87.93,114.32,hard,2,13.32,3,0.0,9.17,5.56,6.06,4.75,7.02,5.37,1.11
P0536,10,begins_with,2,very_common,1,5.98,"colors, elements, instruments",2025-04-09 05:10:38.328528,5,1,44,40,92.5,112.59,69.11,201.81,106.89,26.75,90.92,126.45,hard,1,10.16,27,0.0,6.58,8.89,2.79,7.28,6.12,6.54,1.0
P0537,6,ends_with,3,extremely_rare,12,2.22,"elements, countries, sports",2025-03-28 03:13:38.329333,3,2,84,52,62.5,96.17,55.06,136.62,93.06,19.71,80.86,111.44,hard,1,6.49,18,0.0,4.45,6.13,5.13,4.45,5.02,1.48,1.0
P0538,8,anagrams,9,uncommon,6,9.55,"emotions, fruits, sports",2025-04-05 07:27:38.330486,7,1,62,38,62.5,140.23,72.26,205.53,142.54,29.31,125.39,158.9,hard,7,17.55,11,0.0,2.94,6.34,5.55,4.62,4.72,4.3,5.07
P0539,8,ends_with,3,rare,8,2.31,"clothing, weather, countries",2025-04-09 10:45:38.331441,10,2,98,71,72.5,79.41,34.12,120.92,77.6,17.36,70.25,90.99,medium,2,7.43,9,0.0,12.41,9.61,2.04,2.86,6.36,5.59,1.24
P0540,3,same_category,1,somewhat_common,4,3.48,"elements, instruments, fruits",2025-04-09 21:15:38.332788,21,1,52,45,87.5,57.63,22.26,109.23,54.8,15.07,48.07,66.85,medium,2,13.64,6,1.92,5.64,1.27,9.33,7.36,7.71,6.78,1.54
P0541,8,contains_substring,4,rare,8,9.72,"sports, clothing, professions",2025-03-27 06:02:38.333669,6,0,32,22,70.0,173.83,121.31,241.03,176.62,29.52,150.23,193.95,hard,1,18.73,21,0.0,9.3,1.41,10.39,6.52,8.61,6.23,1.0
P0542,4,rhyming_words,7,uncommon,6,4.18,"vehicles, weather, elements",2025-04-05 12:18:38.334338,12,3,57,38,67.5,73.06,21.34,127.22,74.3,19.3,59.52,84.3,medium,4,15.25,4,0.0,10.86,11.18,1.0,5.69,6.04,8.52,3.76
P0543,6,compound_words,7,somewhat_common,4,6.23,"furniture, body_parts, foods",2025-04-08 02:35:38.335335,2,3,38,27,72.5,96.95,51.33,142.89,96.86,21.64,86.15,114.7,hard,2,6.56,18,0.0,2.49,4.39,6.01,5.56,5.11,9.4,1.53
P0544,4,rhyming_words,7,common,2,3.08,"emotions, countries, instruments",2025-04-10 02:27:38.336153,2,2,42,32,77.5,76.93,37.89,119.54,75.31,19.4,61.63,88.48,medium,3,19.8,11,0.0,5.01,7.88,3.04,2.03,4.37,4.76,1.62
P0545,7,anagrams,9,rare,8,7.23,"elements, vehicles, professions",2025-03-23 22:21:38.336943,22,2,43,24,57.5,123.55,67.27,205.11,116.2,29.28,101.43,141.67,hard,3,5.9,12,0.0,10.64,6.41,5.24,6.69,7.25,9.27,2.05
P0546,9,letter_pattern,5,somewhat_common,4,4.23,"foods, weather, emotions",2025-03-21 19:42:38.337798,19,2,25,19,77.5,92.09,53.93,113.05,93.15,14.58,88.16,104.27,hard,3,13.62,19,0.0,6.47,8.93,1.13,9.19,5.67,9.99,1.68
P0547,6,letter_pattern,5,very_rare,10,1.88,"weather, furniture, fruits",2025-03-25 00:02:38.338510,0,1,61,38,62.5,91.19,53.83,132.79,91.7,18.78,77.43,103.53,hard,4,9.81,18,0.0,6.79,1.98,9.7,2.87,6.77,6.88,1.3
P0548,6,multiple_rules,10,uncommon,6,6.55,"animals, furniture, fruits",2025-03-12 07:38:38.339521,7,1,35,21,60.0,126.23,82.97,198.58,124.2,26.3,105.66,141.45,hard,1,14.84,11,0.0,3.17,8.84,2.2,5.82,3.97,5.71,1.0
P0549,5,synonym_groups,5,rare,8,6.66,"clothing, professions, sports",2025-03-21 05:06:38.340290,5,1,40,27,67.5,120.63,70.98,171.96,121.54,24.53,103.84,138.01,hard,1,11.91,10,0.0,3.51,1.94,9.54,3.25,5.92,9.41,1.0
P0550,3,same_category,1,uncommon,6,9.42,"sports, instruments, countries",2025-03-14 22:49:38.341051,22,2,31,25,82.5,80.85,43.82,126.68,80.92,18.96,67.5,94.32,hard,1,9.37,5,0.0,10.63,8.92,1.11,8.04,6.78,7.07,1.0
P0551,5,contains_substring,4,rare,8,3.38,"emotions, countries, sports",2025-03-23 10:24:38.341742,10,1,21,14,70.0,88.27,41.09,127.75,88.97,19.67,83.2,98.28,hard,2,18.15,5,0.0,5.42,4.51,7.22,3.16,5.83,1.7,1.89
P0552,3,metaphorical_relation,9,common,2,9.53,"instruments, weather, fruits",2025-03-16 04:28:38.342363,4,0,50,36,72.5,146.16,69.37,232.95,144.79,30.12,125.56,161.11,hard,6,5.14,3,0.0,2.5,4.55,6.33,7.39,5.58,2.98,5.05
P0553,7,ends_with,3,uncommon,6,9.38,"foods, vehicles, clothing",2025-04-04 19:05:38.343296,19,3,97,75,77.5,97.31,40.15,142.73,96.18,20.56,85.55,109.88,hard,2,10.43,9,0.0,9.87,5.42,5.58,7.44,7.67,5.54,1.26
P0554,9,contains_substring,4,rare,8,9.47,"furniture, weather, colors",2025-03-22 08:30:38.344603,8,1,32,22,70.0,138.09,71.74,190.47,139.16,27.71,124.24,159.41,hard,3,11.91,22,0.0,6.89,5.76,5.82,3.21,5.85,5.11,1.39
P0555,9,antonym_groups,6,rare,8,3.22,"elements, animals, instruments",2025-04-06 16:09:38.345540,16,3,89,57,65.0,89.23,34.67,133.24,89.14,19.22,74.39,102.53,hard,3,18.96,20,0.0,11.23,1.8,9.76,6.25,8.85,3.68,1.84
P0556,10,synonym_groups,5,very_common,1,4.77,"instruments, colors, animals",2025-03-17 09:01:38.346795,9,3,29,24,85.0,82.85,57.91,125.94,82.34,15.45,69.99,89.96,hard,1,14.6,24,0.0,4.65,3.81,7.13,3.4,5.91,2.34,1.0
P0557,8,anagrams,9,uncommon,6,5.38,"countries, furniture, elements",2025-03-12 22:41:38.347520,22,1,20,12,62.5,125.67,75.91,163.55,122.37,22.35,111.4,147.35,hard,6,13.15,10,0.0,9.89,9.24,1.0,6.66,5.85,3.69,4.22
P0558,5,conceptual_relation,8,extremely_rare,12,8.29,"body_parts, clothing, furniture",2025-03-22 06:12:38.348144,6,0,67,33,50.0,160.96,95.71,249.35,158.76,34.39,134.74,180.52,hard,3,12.93,12,0.0,9.38,8.42,1.84,3.16,5.0,8.42,1.4
P0559,10,rhyming_words,7,extremely_rare,12,6.83,"body_parts, professions, elements",2025-03-31 10:15:38.349138,10,2,25,13,52.5,126.84,72.3,186.07,128.54,30.48,104.01,142.63,hard,2,12.0,23,0.0,10.85,9.88,1.73,4.75,5.77,3.96,1.41
P0560,7,synonym_groups,5,rare,8,2.97,"sports, body_parts, foods",2025-03-19 06:17:38.349777,6,0,31,20,67.5,116.41,74.36,154.87,118.76,22.96,98.38,133.19,hard,4,17.7,21,0.0,8.32,8.73,2.69,5.34,5.72,6.49,1.47
P0561,4,ends_with,3,somewhat_common,4,3.54,"vehicles, elements, fruits",2025-04-03 02:56:38.350455,2,2,58,47,82.5,77.97,32.71,115.37,76.74,20.3,65.29,94.53,medium,2,16.96,12,0.0,12.13,8.59,2.9,7.0,7.56,3.61,1.98
P0562,10,anagrams,9,very_rare,10,8.36,"elements, body_parts, foods",2025-03-30 02:14:38.351382,2,2,47,24,52.5,154.17,70.15,217.79,151.51,30.92,137.03,178.74,hard,2,14.79,19,0.0,5.08,6.31,4.97,6.27,5.32,1.73,1.08
P0563,10,rhyming_words,7,somewhat_common,4,5.63,"weather, furniture, professions",2025-03-23 06:11:38.352221,6,1,36,26,72.5,125.29,82.04,182.96,121.21,21.21,113.29,138.1,hard,5,19.59,12,0.0,6.61,2.94,7.75,4.65,6.69,5.34,3.23
P0564,8,compound_words,7,somewhat_common,4,9.14,"vehicles, animals, instruments",2025-03-18 21:56:38.352948,21,0,50,36,72.5,145.05,69.38,259.14,143.39,37.86,117.57,172.73,hard,1,8.08,18,0.0,4.22,1.39,10.04,7.3,7.19,5.43,1.0
P0565,5,same_category,1,very_rare,10,4.38,"instruments, vehicles, professions",2025-04-08 13:51:38.353920,13,0,48,34,72.5,92.02,54.26,141.67,92.85,19.5,75.87,105.84,hard,2,13.38,5,0.0,5.22,4.76,6.56,9.54,6.89,7.55,1.97
P0566,7,metaphorical_relation,9,common,2,4.38,"countries, animals, clothing",2025-03-19 08:19:38.354755,8,2,23,16,72.5,99.44,69.22,148.72,96.77,18.55,91.18,103.92,hard,7,17.26,20,0.0,4.4,6.08,4.75,9.66,6.13,5.29,6.08
P0567,3,rhyming_words,7,very_rare,10,4.69,"sports, vehicles, clothing",2025-03-17 00:30:38.355416,0,0,31,17,57.5,114.53,75.9,161.2,113.65,21.51,100.46,125.89,hard,2,18.16,9,0.0,1.11,3.66,6.47,6.15,4.65,6.99,1.89
P0568,3,compound_words,7,rare,8,1.6,"body_parts, sports, animals",2025-03-24 03:04:38.356096,3,0,90,56,62.5,99.69,42.23,141.06,101.75,19.35,88.76,112.18,hard,1,14.16,3,0.0,12.13,3.22,8.41,7.44,8.9,7.4,1.0
P0569,5,antonym_groups,6,very_common,1,1.6,"emotions, weather, furniture",2025-03-12 23:57:38.357255,23,0,56,46,82.5,87.55,42.64,130.14,87.85,18.63,73.68,100.77,hard,4,10.79,5,0.0,4.8,8.83,2.38,1.39,4.08,7.12,3.48
P0570,8,anagrams,9,extremely_rare,12,2.49,"professions, body_parts, emotions",2025-03-18 01:58:38.358193,1,1,30,15,50.0,125.99,45.22,195.19,130.88,30.05,111.11,141.8,hard,1,13.6,9,0.0,7.06,4.16,6.23,7.06,6.4,7.1,1.0
P0571,7,ends_with,3,somewhat_common,4,2.37,"weather, colors, vehicles",2025-03-24 02:35:38.358874,2,2,79,65,82.5,81.01,43.54,128.31,82.69,15.59,69.64,91.2,hard,1,17.84,14,0.0,4.4,6.11,4.5,6.73,5.67,1.16,1.0
P0572,4,metaphorical_relation,9,very_common,1,3.07,"professions, emotions, foods",2025-04-07 23:31:38.360110,23,3,99,74,75.0,76.68,33.59,112.05,76.61,16.76,66.61,88.12,medium,2,17.31,7,0.0,6.57,3.49,6.92,6.32,6.81,8.86,1.87
P0573,6,homophones,6,very_rare,10,8.83,"weather, countries, professions",2025-04-09 13:56:38.361743,13,2,41,24,60.0,109.65,64.26,168.01,105.27,26.05,89.75,128.36,hard,2,15.87,15,0.0,6.8,8.57,2.5,4.95,4.98,2.02,1.84
P0574,7,rhyming_words,7,extremely_rare,12,3.64,"elements, foods, clothing",2025-03-11 20:26:38.362755,20,1,29,15,52.5,114.51,62.98,165.29,120.69,27.32,96.06,133.06,hard,5,18.72,19,0.0,3.91,3.43,7.42,4.12,5.27,8.59,2.21
P0575,9,multiple_rules,10,uncommon,6,6.22,"emotions, foods, vehicles",2025-03-21 13:45:38.363563,13,3,45,27,60.0,108.93,41.69,149.4,112.58,20.74,93.7,120.44,hard,7,13.42,12,0.0,8.35,10.03,1.12,5.76,5.19,7.09,2.56
P0576,10,multiple_rules,10,rare,8,7.67,"elements, weather, foods",2025-04-08 23:17:38.364608,23,0,92,50,55.0,175.62,104.71,261.88,176.09,38.01,152.53,199.9,hard,5,14.95,27,0.0,5.92,1.44,9.48,4.42,6.6,6.76,1.76
P0577,8,same_category,1,rare,8,4.05,"furniture, foods, elements",2025-04-05 15:12:38.365871,15,0,74,57,77.5,96.07,58.05,148.2,95.85,18.36,81.65,109.39,hard,2,10.49,10,0.0,3.61,9.91,1.0,7.08,4.35,7.41,1.21
P0578,7,multiple_rules,10,extremely_rare,12,1.28,"furniture, sports, professions",2025-04-03 16:23:38.366970,16,1,81,40,50.0,119.06,61.1,186.6,118.66,24.87,102.33,136.51,hard,5,14.94,16,0.0,5.97,6.23,5.01,5.1,5.31,5.89,2.05
P0579,8,metaphorical_relation,9,very_common,1,5.04,"furniture, vehicles, body_parts",2025-04-07 05:12:38.368208,5,2,69,51,75.0,110.91,46.25,176.69,111.53,24.23,98.65,125.11,hard,2,18.39,12,0.0,9.38,8.75,2.94,9.66,7.13,2.5,1.09
P0580,9,same_category,1,somewhat_common,4,1.28,"animals, furniture, fruits",2025-03-11 05:23:38.369442,5,2,95,83,87.5,79.21,45.72,133.65,80.26,17.19,68.1,89.75,medium,2,9.11,12,0.0,5.93,1.64,9.58,3.73,7.15,6.47,1.06
P0581,7,ends_with,3,somewhat_common,4,6.21,"clothing, emotions, colors",2025-03-22 16:27:38.370931,16,1,23,18,82.5,96.6,42.98,132.41,101.79,20.4,85.01,106.5,hard,1,8.21,16,0.0,2.98,9.68,1.0,4.51,3.74,3.67,1.0
P0582,4,metaphorical_relation,9,uncommon,6,2.58,"emotions, clothing, body_parts",2025-04-01 04:10:38.371582,4,2,64,40,62.5,94.6,50.22,150.02,94.89,20.07,82.15,107.87,hard,3,9.38,6,0.0,9.63,8.83,3.07,2.98,5.66,2.25,2.43
P0583,10,rhyming_words,7,rare,8,9.55,"furniture, animals, elements",2025-04-08 10:36:38.372549,10,3,28,17,62.5,117.54,67.09,161.87,115.93,19.94,104.07,133.01,hard,4,16.81,14,0.0,11.83,8.98,1.56,1.22,5.51,7.11,2.36
P0584,10,same_category,1,uncommon,6,7.55,"professions, countries, foods",2025-03-21 05:55:38.373232,5,0,78,64,82.5,145.48,69.46,214.87,146.38,27.95,128.33,161.2,hard,2,18.77,13,0.0,4.79,4.36,6.8,4.06,5.94,9.72,1.81
P0585,9,anagrams,9,common,2,9.89,"emotions, sports, foods",2025-03-13 22:18:38.374280,22,2,21,15,72.5,139.0,81.4,190.04,143.79,25.89,121.62,156.32,hard,1,6.05,11,0.0,5.7,9.02,2.16,3.29,4.46,9.75,1.0
P0586,7,multiple_rules,10,rare,8,5.08,"furniture, animals, clothing",2025-03-14 07:25:38.374875,7,3,63,34,55.0,101.4,46.71,172.56,98.88,23.39,83.55,118.98,hard,6,17.11,12,0.0,5.88,9.26,1.63,4.0,4.16,1.18,4.32
P0587,10,multiple_rules,10,common,2,6.59,"emotions, elements, clothing",2025-03-21 19:54:38.375855,19,3,59,41,70.0,109.14,54.51,185.43,107.86,25.21,92.11,123.89,hard,4,18.34,24,0.0,6.69,2.76,8.5,11.09,8.17,3.24,2.65
P0588,8,same_category,1,common,2,3.04,"countries, sports, furniture",2025-04-08 20:51:38.376831,20,0,22,20,92.5,80.95,61.39,109.3,76.9,11.53,71.89,90.95,hard,2,8.11,20,0.0,7.58,7.26,2.91,9.48,6.9,7.5,1.96
P0589,9,letter_pattern,5,very_rare,10,4.58,"foods, emotions, sports",2025-03-22 18:19:38.377447,18,1,34,21,62.5,120.41,64.41,169.6,121.11,27.76,101.7,136.66,hard,3,5.81,18,0.0,7.81,3.21,7.72,3.72,6.65,6.44,1.6
P0590,10,multiple_rules,10,very_common,1,4.89,"fruits, foods, sports",2025-03-25 04:08:38.378150,4,1,62,44,72.5,134.72,95.21,186.88,130.8,22.07,117.61,152.43,hard,1,12.91,12,0.0,5.62,1.24,10.54,9.72,8.24,5.35,1.0
P0591,4,metaphorical_relation,9,rare,8,4.92,"colors, vehicles, weather",2025-04-06 15:59:38.379094,15,3,75,43,57.5,86.18,53.74,134.2,84.29,18.42,74.91,98.33,hard,5,19.85,4,0.0,1.07,11.18,1.0,9.14,3.6,7.97,2.55
